ID_PPI,ID_PP,DESC_PP
'0818T4O0042,52K002,Proyectos de infraestructura económica de hidrocarburos
'0818T4O0048,52K002,Proyectos de infraestructura económica de hidrocarburos
'0918T4M0023,52K002,Proyectos de infraestructura económica de hidrocarburos
'0918T4M0027,52K030,Otros proyectos de infraestructura
'0918T4N0001,52K030,Otros proyectos de infraestructura
'0918T4N0002,52K027,Mantenimiento de infraestructura
'0918T4N0003,52K002,Proyectos de infraestructura económica de hidrocarburos
'0918T4N0004,52K030,Otros proyectos de infraestructura
'0918T4O0003,52K002,Proyectos de infraestructura económica de hidrocarburos
'0918T4O0014,52K002,Proyectos de infraestructura económica de hidrocarburos
'1018T4M0016,52K002,Proyectos de infraestructura económica de hidrocarburos
'1018T4M0025,52K030,Otros proyectos de infraestructura
'1018T4M0031,52K002,Proyectos de infraestructura económica de hidrocarburos
'1018T4M0035,52K027,Mantenimiento de infraestructura
'1018T4M0036,52K002,Proyectos de infraestructura económica de hidrocarburos
'1018T4N0006,52K002,Proyectos de infraestructura económica de hidrocarburos
'1018T4N0007,52K027,Mantenimiento de infraestructura
'1118T4M0012,52K028,Estudios de Preinversión
'1118T4M0020,52K002,Proyectos de infraestructura económica de hidrocarburos
'1118T4M0025,52K027,Mantenimiento de infraestructura
'1118T4M0030,52K002,Proyectos de infraestructura económica de hidrocarburos
'1118T4N0001,52K002,Proyectos de infraestructura económica de hidrocarburos
'1118T4N0009,52K030,Otros proyectos de infraestructura
'1118T4O0016,52K027,Mantenimiento de infraestructura
'1218T4M0010,52K027,Mantenimiento de infraestructura
'1218T4M0011,52K027,Mantenimiento de infraestructura
'1218T4M0012,52K027,Mantenimiento de infraestructura
'1218T4M0013,52K027,Mantenimiento de infraestructura
'1218T4M0024,52K002,Proyectos de infraestructura económica de hidrocarburos
'1218T4M0025,52K002,Proyectos de infraestructura económica de hidrocarburos
'1218T4M0026,52K002,Proyectos de infraestructura económica de hidrocarburos
'1218T4N0001,52K002,Proyectos de infraestructura económica de hidrocarburos
'1218T4N0002,52K027,Mantenimiento de infraestructura
'1218T4O0021,52K030,Otros proyectos de infraestructura
'1318T4M0001,52K029,Programas de adquisiciones
'1318T4M0002,52K029,Programas de adquisiciones
'1318T4M0005,52K027,Mantenimiento de infraestructura
'1318T4M0006,52K027,Mantenimiento de infraestructura
'1318T4M0009,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0010,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0012,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0013,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0014,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0016,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0021,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0022,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0023,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0024,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0027,52K027,Mantenimiento de infraestructura
'1318T4M0039,52K029,Programas de adquisiciones
'1318T4M0041,52K027,Mantenimiento de infraestructura
'1318T4M0052,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4M0054,52K027,Mantenimiento de infraestructura
'1318T4M0056,52K029,Programas de adquisiciones
'1318T4M0057,52K029,Programas de adquisiciones
'1318T4M0062,52K029,Programas de adquisiciones
'1318T4M0065,52K002,Proyectos de infraestructura económica de hidrocarburos
'1318T4N0002,52K029,Programas de adquisiciones
'1318T4N0003,52K027,Mantenimiento de infraestructura
'1318T4N0004,52K027,Mantenimiento de infraestructura
'1318T4N0005,52K027,Mantenimiento de infraestructura
'1318T4N0006,52K027,Mantenimiento de infraestructura
'1318T4N0007,52K027,Mantenimiento de infraestructura
'1318T4N0008,52K027,Mantenimiento de infraestructura
'1318T4N0009,52K027,Mantenimiento de infraestructura
'1318T4N0012,52K027,Mantenimiento de infraestructura
'1318T4N0013,52K027,Mantenimiento de infraestructura
'1318T4N0014,52K027,Mantenimiento de infraestructura
'1318T4N0015,52K027,Mantenimiento de infraestructura
'1318T4N0016,52K027,Mantenimiento de infraestructura
'1318T4N0018,52K027,Mantenimiento de infraestructura
'1318T4N0019,52K027,Mantenimiento de infraestructura
'1318T4N0020,52K027,Mantenimiento de infraestructura
'1318T4N0021,52K027,Mantenimiento de infraestructura
'1318T4N0023,52K027,Mantenimiento de infraestructura
'1318T4N0024,52K027,Mantenimiento de infraestructura
'1318T4N0025,52K027,Mantenimiento de infraestructura
'1318T4N0026,52K027,Mantenimiento de infraestructura
'1318T4N0027,52K027,Mantenimiento de infraestructura
'1318T4N0028,52K027,Mantenimiento de infraestructura
'1318T4N0029,52K027,Mantenimiento de infraestructura
'1318T4N0030,52K027,Mantenimiento de infraestructura
'1318T4N0031,52K027,Mantenimiento de infraestructura
'1318T4N0032,52K027,Mantenimiento de infraestructura
'1318T4N0033,52K027,Mantenimiento de infraestructura
'1318T4N0034,52K029,Programas de adquisiciones
'1318T4N0035,52K027,Mantenimiento de infraestructura
'1318T4N0037,52K029,Programas de adquisiciones
'1318T4N0038,52K027,Mantenimiento de infraestructura
'1318T4N0039,52K027,Mantenimiento de infraestructura
'1318T4N0040,52K030,Otros proyectos de infraestructura
'1318T4O0004,52K027,Mantenimiento de infraestructura
'1318T4O0007,52K002,Proyectos de infraestructura económica de hidrocarburos
'1418T4M0002,52K027,Mantenimiento de infraestructura
'1418T4M0004,52K028,Estudios de Preinversión
'1418T4M0007,52K029,Programas de adquisiciones
'1418T4M0022,52K028,Estudios de Preinversión
'1418T4M0027,52K028,Estudios de Preinversión
'1418T4M0031,52K029,Programas de adquisiciones
'1418T4M0034,52K029,Programas de adquisiciones
'1418T4M0035,52K029,Programas de adquisiciones
'1418T4M0036,52K029,Programas de adquisiciones
'1418T4M0037,52K029,Programas de adquisiciones
'1418T4M0038,52K029,Programas de adquisiciones
'1418T4M0039,52K029,Programas de adquisiciones
'1418T4M0040,52K029,Programas de adquisiciones
'1418T4M0041,52K029,Programas de adquisiciones
'1418T4M0042,52K029,Programas de adquisiciones
'1418T4M0043,52K029,Programas de adquisiciones
'1418T4M0044,52K029,Programas de adquisiciones
'1418T4M0054,52K028,Estudios de Preinversión
'1418T4M0055,52K029,Programas de adquisiciones
'1418T4M0064,52K028,Estudios de Preinversión
'1418T4N0002,52K027,Mantenimiento de infraestructura
'1418T4N0003,52K002,Proyectos de infraestructura económica de hidrocarburos
'1418T4N0004,52K027,Mantenimiento de infraestructura
'1418T4N0005,52K002,Proyectos de infraestructura económica de hidrocarburos
'1418T4N0006,52K029,Programas de adquisiciones
'1418T4N0007,52K027,Mantenimiento de infraestructura
'1418T4N0008,52K030,Otros proyectos de infraestructura
'1418T4N0009,52K027,Mantenimiento de infraestructura
'1418T4N0013,52K029,Programas de adquisiciones
'1418T4N0014,52K027,Mantenimiento de infraestructura
'1418T4N0015,52K030,Otros proyectos de infraestructura
'1418T4N0018,52K029,Programas de adquisiciones
'1418T4N0022,52K002,Proyectos de infraestructura económica de hidrocarburos
'1418T4N0023,52K030,Otros proyectos de infraestructura
'1418T4N0024,52K002,Proyectos de infraestructura económica de hidrocarburos
'1418T4N0025,52K030,Otros proyectos de infraestructura
'1418T4O0009,52K027,Mantenimiento de infraestructura
'1418T4O0012,52K029,Programas de adquisiciones
'1418T4O0016,52K027,Mantenimiento de infraestructura
'1418T4O0021,52K027,Mantenimiento de infraestructura
'1418T4O0026,52K027,Mantenimiento de infraestructura
'1418T4O0028,52K027,Mantenimiento de infraestructura
'1418T4O0030,52K027,Mantenimiento de infraestructura
'1118T4I0002,52K029,Programas de adquisiciones
'1118T4I0007,52K012,Proyectos de infraestructura social de asistencia y seguridad social
'1118T4I0016,52K012,Proyectos de infraestructura social de asistencia y seguridad social
'1118T4I0019,52K014,Otros proyectos de infraestructura social
'1218T4I0001,52K027,Mantenimiento de infraestructura
'1218T4I0014,52K029,Programas de adquisiciones
'1218T4I0016,52K029,Programas de adquisiciones
'1218T4I0019,52K029,Programas de adquisiciones
'1318T4I0001,52K029,Programas de adquisiciones
'1318T4I0009,52K029,Programas de adquisiciones
'1318T4I0011,52K029,Programas de adquisiciones
'1318T4I0012,52K029,Programas de adquisiciones
'1318T4I0019,52K027,Mantenimiento de infraestructura
'1318T4I0020,52K027,Mantenimiento de infraestructura
'1318T4I0021,52K012,Proyectos de infraestructura social de asistencia y seguridad social
'1318T4I0023,52K029,Programas de adquisiciones
'1318T4I0025,52K029,Programas de adquisiciones
'1318T4I0026,52K029,Programas de adquisiciones
'1318T4I0028,52K030,Otros proyectos de infraestructura
'1418T4I0001,52K029,Programas de adquisiciones
'1418T4I0003,52K029,Programas de adquisiciones
'1418T4I0004,52K029,Programas de adquisiciones
'1418T4I0005,52K029,Programas de adquisiciones
'1418T4I0006,52K029,Programas de adquisiciones
'1418T4I0007,52K029,Programas de adquisiciones
'1418T4I0011,52K027,Mantenimiento de infraestructura
'1418T4I0012,52K027,Mantenimiento de infraestructura
'1418T4I0013,52K029,Programas de adquisiciones
'1418T4I0014,52K029,Programas de adquisiciones
'1418T4I0016,52K029,Programas de adquisiciones
'1418T4I0017,52K029,Programas de adquisiciones
'1418T4I0019,52K029,Programas de adquisiciones
'1418T4I0020,52K029,Programas de adquisiciones
'1418T4I0021,52K030,Otros proyectos de infraestructura
'1418T4I0022,52K029,Programas de adquisiciones
'1418T4I0023,52K027,Mantenimiento de infraestructura
'1418T4I0024,52K029,Programas de adquisiciones
'1418T4I0025,52K029,Programas de adquisiciones
'1518T4I0001,52K028,Estudios de Preinversión
'1518T4I0002,52K029,Programas de adquisiciones
'0818TOQ0031,53K029,Programas de adquisiciones
'0818TOQ0052,53K001,Proyectos de infraestructura económica de electricidad
'0818TOQ0106,53K025,Proyectos de inmuebles (oficinas administrativas)
'1018TOQ0026,53K029,Programas de adquisiciones
'1018TOQ0058,53K001,Proyectos de infraestructura económica de electricidad
'1018TOQ0075,53K001,Proyectos de infraestructura económica de electricidad
'1018TOQ0076,53K001,Proyectos de infraestructura económica de electricidad
'1118TOQ0036,53K001,Proyectos de infraestructura económica de electricidad
'1118TOQ0038,53K001,Proyectos de infraestructura económica de electricidad
'1118TOQ0041,53K001,Proyectos de infraestructura económica de electricidad
'1118TOQ0042,53K027,Mantenimiento de infraestructura
'1118TOQ0043,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0002,53K029,Programas de adquisiciones
'1218TOQ0003,53K029,Programas de adquisiciones
'1218TOQ0009,53K025,Proyectos de inmuebles (oficinas administrativas)
'1218TOQ0010,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0011,53K028,Estudios de Preinversión
'1218TOQ0014,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0015,53K028,Estudios de Preinversión
'1218TOQ0040,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0041,53K029,Programas de adquisiciones
'1218TOQ0043,53K029,Programas de adquisiciones
'1218TOQ0045,53K029,Programas de adquisiciones
'1218TOQ0048,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0049,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0051,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0072,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0073,53K001,Proyectos de infraestructura económica de electricidad
'1218TOQ0074,53K027,Mantenimiento de infraestructura
'1218TOQ0076,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0001,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0002,53K029,Programas de adquisiciones
'1318TOQ0003,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0005,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0006,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0011,53K028,Estudios de Preinversión
'1318TOQ0014,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0015,53K029,Programas de adquisiciones
'1318TOQ0016,53K029,Programas de adquisiciones
'1318TOQ0028,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0029,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0030,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0032,53K029,Programas de adquisiciones
'1318TOQ0033,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0037,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0038,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0039,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0041,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0042,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0045,53K029,Programas de adquisiciones
'1318TOQ0046,53K001,Proyectos de infraestructura económica de electricidad
'1318TOQ0053,53K029,Programas de adquisiciones
'1318TOQ0054,53K001,Proyectos de infraestructura económica de electricidad
'1418TOQ0001,53K001,Proyectos de infraestructura económica de electricidad
'1418TOQ0002,53K001,Proyectos de infraestructura económica de electricidad
'1418TOQ0003,53K027,Mantenimiento de infraestructura
'1418TOQ0004,53K027,Mantenimiento de infraestructura
'1418TOQ0005,53K014,Otros proyectos de infraestructura social
'1418TOQ0006,53K014,Otros proyectos de infraestructura social
'1418TOQ0008,53K027,Mantenimiento de infraestructura
'1418TOQ0009,53K027,Mantenimiento de infraestructura
'1418TOQ0010,53K027,Mantenimiento de infraestructura
'1418TOQ0011,53K027,Mantenimiento de infraestructura
'1418TOQ0012,53K027,Mantenimiento de infraestructura
